age,state,area_type,family_income,father_education,mother_education,siblings_count,distance_to_school_km,toilet_facility,internet_access,scholarship,early_marriage_risk,attendance_percentage,academic_performance,dropout
12,Odisha,Urban,1-3 Lakh,Primary,Illiterate,5,2.7,Yes,Yes,No,No,51,49,1
13,West Bengal,Rural,Below 1 Lakh,Illiterate,Illiterate,1,0.0,No,Yes,Yes,No,97,50,0
13,West Bengal,Rural,3-5 Lakh,Secondary,Primary,6,0.0,No,Yes,Yes,No,64,64,0
11,Maharashtra,Urban,1-3 Lakh,Graduate,Illiterate,2,1.1,Yes,Yes,No,No,88,73,0
11,West Bengal,Rural,1-3 Lakh,Illiterate,Graduate,5,2.0,No,Yes,No,No,72,33,0
17,Karnataka,Rural,3-5 Lakh,Primary,Secondary,4,1.9,No,Yes,Yes,Yes,90,74,1
13,Rajasthan,Rural,Above 5 Lakh,Illiterate,Illiterate,1,0.0,No,Yes,No,No,71,69,0
14,Rajasthan,Rural,3-5 Lakh,Secondary,Primary,2,0.9,Yes,Yes,Yes,No,74,41,0
12,West Bengal,Urban,Below 1 Lakh,Illiterate,Secondary,2,4.8,No,No,No,No,67,72,1
16,Bihar,Rural,3-5 Lakh,Primary,Illiterate,2,0.2,No,Yes,Yes,No,87,61,0
16,Madhya Pradesh,Rural,3-5 Lakh,Illiterate,Primary,5,7.3,No,No,No,No,57,56,1
11,Rajasthan,Rural,Above 5 Lakh,Secondary,Graduate,2,0.4,Yes,Yes,No,No,83,69,0
16,Tamil Nadu,Urban,1-3 Lakh,Primary,Illiterate,2,3.4,Yes,Yes,No,No,50,78,0
11,Tamil Nadu,Rural,Above 5 Lakh,Graduate,Primary,1,0.3,Yes,No,No,No,62,67,0
12,West Bengal,Urban,Below 1 Lakh,Secondary,Primary,6,8.1,No,No,Yes,No,77,66,0
14,Tamil Nadu,Urban,3-5 Lakh,Secondary,Illiterate,4,0.6,No,Yes,No,No,66,28,1
14,Uttar Pradesh,Rural,Below 1 Lakh,Primary,Secondary,5,2.8,Yes,Yes,Yes,No,100,49,0
13,Rajasthan,Urban,Above 5 Lakh,Illiterate,Graduate,5,1.0,No,No,No,No,58,57,0
12,West Bengal,Urban,1-3 Lakh,Secondary,Primary,2,1.5,No,No,No,Yes,87,30,1
15,Gujarat,Rural,1-3 Lakh,Graduate,Illiterate,5,0.1,Yes,Yes,No,No,59,58,0
14,Uttar Pradesh,Urban,1-3 Lakh,Illiterate,Secondary,2,0.6,No,No,Yes,Yes,64,78,1
16,Maharashtra,Rural,1-3 Lakh,Illiterate,Primary,3,2.9,No,No,Yes,No,48,74,0
17,Tamil Nadu,Rural,1-3 Lakh,Illiterate,Illiterate,4,1.0,No,No,Yes,Yes,67,67,1
14,Uttar Pradesh,Rural,1-3 Lakh,Primary,Illiterate,2,9.3,Yes,No,Yes,No,69,100,0
14,Odisha,Rural,Above 5 Lakh,Graduate,Primary,0,0.7,No,No,No,Yes,38,91,1
13,Odisha,Rural,Above 5 Lakh,Secondary,Illiterate,1,0.7,No,No,Yes,No,75,26,1
11,Uttar Pradesh,Urban,Below 1 Lakh,Graduate,Primary,6,1.1,Yes,Yes,No,No,95,61,0
12,Maharashtra,Rural,Below 1 Lakh,Graduate,Graduate,3,0.1,No,No,Yes,No,74,81,0
12,Tamil Nadu,Rural,1-3 Lakh,Graduate,Primary,5,1.0,Yes,No,No,No,100,74,0
17,Karnataka,Urban,3-5 Lakh,Secondary,Illiterate,4,0.0,No,No,No,Yes,67,52,1
15,Uttar Pradesh,Urban,1-3 Lakh,Graduate,Graduate,4,0.1,Yes,No,No,No,68,83,0
16,Bihar,Rural,Below 1 Lakh,Secondary,Illiterate,4,0.9,No,No,No,No,69,39,1
17,Karnataka,Rural,3-5 Lakh,Secondary,Primary,1,2.8,No,Yes,No,Yes,72,48,1
14,West Bengal,Urban,3-5 Lakh,Primary,Primary,0,6.1,Yes,No,No,Yes,92,79,0
14,West Bengal,Rural,1-3 Lakh,Primary,Secondary,3,4.5,Yes,Yes,Yes,No,81,58,0
15,Bihar,Urban,1-3 Lakh,Graduate,Illiterate,3,2.0,Yes,No,No,No,63,27,0
13,Maharashtra,Rural,Above 5 Lakh,Secondary,Secondary,2,8.1,Yes,Yes,Yes,No,62,62,0
17,Gujarat,Urban,Below 1 Lakh,Secondary,Primary,1,2.1,No,No,No,No,84,64,0
17,Maharashtra,Urban,Below 1 Lakh,Illiterate,Secondary,4,1.8,Yes,No,No,No,86,76,0
15,Gujarat,Rural,3-5 Lakh,Secondary,Secondary,3,2.3,No,Yes,No,No,70,34,0
13,Maharashtra,Urban,Below 1 Lakh,Primary,Illiterate,6,6.1,Yes,No,Yes,No,49,54,0
15,Odisha,Rural,Below 1 Lakh,Illiterate,Illiterate,4,1.2,No,Yes,No,No,92,78,0
15,Uttar Pradesh,Rural,1-3 Lakh,Secondary,Secondary,6,2.6,Yes,No,No,No,55,45,1
16,Uttar Pradesh,Rural,1-3 Lakh,Secondary,Secondary,5,8.3,No,Yes,Yes,No,88,64,0
16,West Bengal,Rural,3-5 Lakh,Secondary,Primary,3,0.4,No,Yes,No,No,79,69,0
14,Maharashtra,Rural,Below 1 Lakh,Graduate,Graduate,1,6.6,No,No,No,No,63,42,1
14,Rajasthan,Rural,1-3 Lakh,Primary,Secondary,4,13.3,No,Yes,No,No,72,98,0
13,Karnataka,Rural,Below 1 Lakh,Primary,Secondary,2,0.2,No,No,No,No,66,68,1
17,Tamil Nadu,Rural,3-5 Lakh,Secondary,Illiterate,3,0.6,No,No,Yes,No,81,72,0
12,Uttar Pradesh,Urban,1-3 Lakh,Secondary,Primary,2,1.5,No,Yes,Yes,No,96,43,0
11,Uttar Pradesh,Rural,Above 5 Lakh,Secondary,Primary,6,0.8,Yes,Yes,Yes,No,55,42,1
17,Maharashtra,Rural,Below 1 Lakh,Primary,Illiterate,3,9.3,Yes,No,Yes,No,64,74,0
11,Karnataka,Rural,1-3 Lakh,Graduate,Illiterate,1,4.9,Yes,No,No,No,94,69,0
12,Maharashtra,Rural,3-5 Lakh,Primary,Illiterate,0,2.7,No,Yes,No,No,75,28,1
11,Rajasthan,Urban,3-5 Lakh,Illiterate,Secondary,3,1.9,Yes,No,No,No,69,58,0
14,Gujarat,Rural,1-3 Lakh,Secondary,Illiterate,4,3.4,Yes,Yes,Yes,Yes,56,43,1
